#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	C9_concat_metaphlan_bugs_list	C8_concat_metaphlan_bugs_list	C7_concat_metaphlan_bugs_list	C6_concat_metaphlan_bugs_list	C5_concat_metaphlan_bugs_list	C4_concat_metaphlan_bugs_list	C3_concat_metaphlan_bugs_list	C33_concat_metaphlan_bugs_list	C32_concat_metaphlan_bugs_list	C31_concat_metaphlan_bugs_list	C30_concat_metaphlan_bugs_list	C2_concat_metaphlan_bugs_list	C29_concat_metaphlan_bugs_list	C28_concat_metaphlan_bugs_list	C27_concat_metaphlan_bugs_list	C26_concat_metaphlan_bugs_list	C25_concat_metaphlan_bugs_list	C24_concat_metaphlan_bugs_list	C23_concat_metaphlan_bugs_list	C22_concat_metaphlan_bugs_list	C21_concat_metaphlan_bugs_list	C20_concat_metaphlan_bugs_list	C1_concat_metaphlan_bugs_list	C19_concat_metaphlan_bugs_list	C18_concat_metaphlan_bugs_list	C17_concat_metaphlan_bugs_list	C16_concat_metaphlan_bugs_list	C15_concat_metaphlan_bugs_list	C14_concat_metaphlan_bugs_list	C13_concat_metaphlan_bugs_list	C12_concat_metaphlan_bugs_list	C11_concat_metaphlan_bugs_list	C10_concat_metaphlan_bugs_list	B9_concat_metaphlan_bugs_list	B8_concat_metaphlan_bugs_list	B7_concat_metaphlan_bugs_list	B79_concat_metaphlan_bugs_list	B78_concat_metaphlan_bugs_list	B77_concat_metaphlan_bugs_list	B76_concat_metaphlan_bugs_list	B75_concat_metaphlan_bugs_list	B74_concat_metaphlan_bugs_list	B73_concat_metaphlan_bugs_list	B72_concat_metaphlan_bugs_list	B71_concat_metaphlan_bugs_list	B70_concat_metaphlan_bugs_list	B6_concat_metaphlan_bugs_list	B69_concat_metaphlan_bugs_list	B68_concat_metaphlan_bugs_list	B67_concat_metaphlan_bugs_list	B66_concat_metaphlan_bugs_list	B65_concat_metaphlan_bugs_list	B64_concat_metaphlan_bugs_list	B63_concat_metaphlan_bugs_list	B62_concat_metaphlan_bugs_list	B61_concat_metaphlan_bugs_list	B60_concat_metaphlan_bugs_list	B5_concat_metaphlan_bugs_list	B59_concat_metaphlan_bugs_list	B58_concat_metaphlan_bugs_list	B57_concat_metaphlan_bugs_list	B56_concat_metaphlan_bugs_list	B55_concat_metaphlan_bugs_list	B54_concat_metaphlan_bugs_list	B53_concat_metaphlan_bugs_list	B52_concat_metaphlan_bugs_list	B51_concat_metaphlan_bugs_list	B50_concat_metaphlan_bugs_list	B4_concat_metaphlan_bugs_list	B49_concat_metaphlan_bugs_list	B48_concat_metaphlan_bugs_list	B47_concat_metaphlan_bugs_list	B46_concat_metaphlan_bugs_list	B45_concat_metaphlan_bugs_list	B44_concat_metaphlan_bugs_list	B43_concat_metaphlan_bugs_list	B42_concat_metaphlan_bugs_list	B41_concat_metaphlan_bugs_list	B40_concat_metaphlan_bugs_list	B3_concat_metaphlan_bugs_list	B39_concat_metaphlan_bugs_list	B38_concat_metaphlan_bugs_list	B37_concat_metaphlan_bugs_list	B36_concat_metaphlan_bugs_list	B35_concat_metaphlan_bugs_list	B34_concat_metaphlan_bugs_list	B33_concat_metaphlan_bugs_list	B32_concat_metaphlan_bugs_list	B31_concat_metaphlan_bugs_list	B30_concat_metaphlan_bugs_list	B2_concat_metaphlan_bugs_list	B29_concat_metaphlan_bugs_list	B28_concat_metaphlan_bugs_list	B27_concat_metaphlan_bugs_list	B26_concat_metaphlan_bugs_list	B25_concat_metaphlan_bugs_list	B24_concat_metaphlan_bugs_list	B23_concat_metaphlan_bugs_list	B22_concat_metaphlan_bugs_list	B21_concat_metaphlan_bugs_list	B20_concat_metaphlan_bugs_list	B1_concat_metaphlan_bugs_list	B19_concat_metaphlan_bugs_list	B18_concat_metaphlan_bugs_list	B17_concat_metaphlan_bugs_list	B16_concat_metaphlan_bugs_list	B15_concat_metaphlan_bugs_list	B14_concat_metaphlan_bugs_list	B13_concat_metaphlan_bugs_list	B12_concat_metaphlan_bugs_list	B11_concat_metaphlan_bugs_list	B10_concat_metaphlan_bugs_list	A9_concat_metaphlan_bugs_list	A8_concat_metaphlan_bugs_list	A7_concat_metaphlan_bugs_list	A79_concat_metaphlan_bugs_list	A78_concat_metaphlan_bugs_list	A77_concat_metaphlan_bugs_list	A76_concat_metaphlan_bugs_list	A75_concat_metaphlan_bugs_list	A74_concat_metaphlan_bugs_list	A73_concat_metaphlan_bugs_list	A72_concat_metaphlan_bugs_list	A71_concat_metaphlan_bugs_list	A70_concat_metaphlan_bugs_list	A6_concat_metaphlan_bugs_list	A69_concat_metaphlan_bugs_list	A68_concat_metaphlan_bugs_list	A67_concat_metaphlan_bugs_list	A66_concat_metaphlan_bugs_list	A65_concat_metaphlan_bugs_list	A64_concat_metaphlan_bugs_list	A63_concat_metaphlan_bugs_list	A62_concat_metaphlan_bugs_list	A61_concat_metaphlan_bugs_list	A60_concat_metaphlan_bugs_list	A5_concat_metaphlan_bugs_list	A59_concat_metaphlan_bugs_list	A58_concat_metaphlan_bugs_list	A57_concat_metaphlan_bugs_list	A56_concat_metaphlan_bugs_list	A55_concat_metaphlan_bugs_list	A54_concat_metaphlan_bugs_list	A53_concat_metaphlan_bugs_list	A52_concat_metaphlan_bugs_list	A51_concat_metaphlan_bugs_list	A50_concat_metaphlan_bugs_list	A4_concat_metaphlan_bugs_list	A49_concat_metaphlan_bugs_list	A48_concat_metaphlan_bugs_list	A47_concat_metaphlan_bugs_list	A46_concat_metaphlan_bugs_list	A45_concat_metaphlan_bugs_list	A44_concat_metaphlan_bugs_list	A43_concat_metaphlan_bugs_list	A42_concat_metaphlan_bugs_list	A41_concat_metaphlan_bugs_list	A40_concat_metaphlan_bugs_list	A3_concat_metaphlan_bugs_list	A39_concat_metaphlan_bugs_list	A38_concat_metaphlan_bugs_list	A37_concat_metaphlan_bugs_list	A36_concat_metaphlan_bugs_list	A35_concat_metaphlan_bugs_list	A34_concat_metaphlan_bugs_list	A33_concat_metaphlan_bugs_list	A32_concat_metaphlan_bugs_list	A31_concat_metaphlan_bugs_list	A30_concat_metaphlan_bugs_list	A2_concat_metaphlan_bugs_list	A29_concat_metaphlan_bugs_list	A28_concat_metaphlan_bugs_list	A27_concat_metaphlan_bugs_list	A26_concat_metaphlan_bugs_list	A25_concat_metaphlan_bugs_list	A24_concat_metaphlan_bugs_list	A23_concat_metaphlan_bugs_list	A22_concat_metaphlan_bugs_list	A21_concat_metaphlan_bugs_list	A20_concat_metaphlan_bugs_list	A1_concat_metaphlan_bugs_list	A19_concat_metaphlan_bugs_list	A18_concat_metaphlan_bugs_list	A17_concat_metaphlan_bugs_list	A16_concat_metaphlan_bugs_list	A15_concat_metaphlan_bugs_list	A14_concat_metaphlan_bugs_list	A13_concat_metaphlan_bugs_list	A12_concat_metaphlan_bugs_list	A11_concat_metaphlan_bugs_list	A10_concat_metaphlan_bugs_list
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	2|976|200643|171549|2005525|375288	5.78967	1.71838	0.23664000000000002	0	0	0.07683999999999999	1.25393	0.26269000000000003	1.94124	0.5200899999999999	1.14038	4.053730000000001	1.28834	0.47473000000000004	0	0	3.9014	0.48925	0.88192	0.12052	2.15657	0.2896	3.44656	0.9219700000000001	2.63216	1.04501	0.47503	1.20481	9.850389999999999	2.21393	0.1623	0.8136899999999999	0.15295999999999998	3.9867199999999996	0.24140999999999999	0.02278	3.57038	0.27605	0.5624399999999999	0	0.30085	4.16812	1.2326	0	1.18438	0	2.3616599999999996	0.07393	0	0	0	0.27002	0.14731	1.51795	2.18863	4.74453	6.44806	0.19084	2.49269	1.27942	1.45862	1.4554799999999999	0.32699	3.11272	2.0224	2.31874	5.700080000000001	9.21284	0.17734	3.8313900000000003	2.12812	0.03578	1.4071799999999999	0.05295	0.66363	0.84856	2.8010099999999998	0.18993	0	4.82025	2.51324	1.45059	1.9318099999999998	1.67608	1.28196	1.3462100000000001	0.7048300000000001	0.9614799999999999	1.47668	0.94771	1.5929200000000001	0	0.96673	0	0.26209	0.86819	1.7069999999999999	1.8071	6.354030000000001	26.381659999999997	0.36651999999999996	0.73436	1.04637	0.84962	0.69524	0.05262000000000001	1.63291	0.75315	0.79279	0.04601	0.28138	1.42706	6.31914	4.14151	1.9539400000000002	0	1.11376	0.59096	0.11535999999999999	4.54275	0	0.5414100000000001	0.32805	0.21750999999999998	0.22807	2.3763900000000002	0.13484000000000002	0.8734700000000001	3.5170800000000004	1.87903	2.11	7.98168	0.23568000000000003	0.15487	0.058710000000000005	0.5175	2.4923599999999997	1.5003799999999998	1.59507	1.88258	0.26605999999999996	0.15392	0	1.20144	3.9710699999999997	3.42015	2.7115099999999996	0.3635	2.7758	1.61099	3.6625300000000003	1.08168	5.38086	0.22829000000000002	1.02451	0.67676	0.9134200000000001	5.203130000000001	7.58967	2.5653099999999998	1.52597	2.69349	5.98451	1.19889	2.50916	0.80156	0	1.3632600000000001	1.52405	0.6642100000000001	4.10761	5.2108099999999995	3.34996	2.77315	3.68266	2.8447299999999998	1.67708	2.15797	0.50597	0.6072	0.64305	0.67553	0	0.17827	0.97383	3.3305	7.19843	2.4115900000000003	0.026869999999999998	0	0.4979
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	2|976|200643|171549|2005525|375288|823	2.91398	1.23006	0.18567	0	0	0.07683999999999999	1.09309	0.067	1.91789	0.5200899999999999	1.14038	1.7094799999999999	1.28834	0.47188	0	0	1.8709900000000002	0.17729	0.63192	0.09892000000000001	1.3031700000000002	0.18214	1.8205900000000002	0.54652	2.2055700000000003	0.63395	0.26966	1.09864	9.30482	0.74183	0.1623	0.7812100000000001	0.09792000000000001	2.95096	0.16802999999999998	0.02278	2.55045	0.1523	0.32652	0	0.17064000000000001	3.0104	1.2326	0	1.1623	0	1.5438399999999999	0	0	0	0	0.27002	0.13496	1.51795	1.5158399999999999	2.31665	3.23981	0.19084	1.18456	0.9222600000000001	1.01834	0.97565	0.11927	1.2428	1.3108	1.8951	1.06336	5.88431	0.08587	2.24134	1.01138	0	0.31290999999999997	0.05295	0.30123	0.65393	2.8010099999999998	0.12666	0	3.6630300000000005	1.49109	0.51793	0.8138	0.71191	1.12656	0.7165	0.49755	0.24479	0.81345	0.68109	0.7943399999999999	0	0.83231	0	0.13330999999999998	0.66525	0.92969	1.78335	2.34522	26.381659999999997	0.30937	0.5666899999999999	1.04637	0.36667	0.67057	0.05262000000000001	1.13628	0.70932	0.79279	0.04601	0.28138	1.0443799999999999	2.0138700000000003	3.6827099999999997	1.19277	0	1.11376	0.59096	0.11535999999999999	4.30473	0	0.14431	0.05649	0.21750999999999998	0.22807	0.8576299999999999	0.13484000000000002	0.47988000000000003	1.47985	0.8424799999999999	1.15524	2.6686	0.21703000000000003	0.11359000000000001	0	0.49126000000000003	2.04259	0.61317	1.5488600000000001	1.45767	0	0	0	1.16939	2.77643	2.0676099999999997	0.6887800000000001	0.3635	0.99525	1.33359	1.7102	0.45253999999999994	3.8716800000000005	0.17589000000000002	0.32452	0.60745	0.11019000000000001	3.5471699999999995	6.27647	1.14192	1.03416	1.81518	3.5391	1.19889	2.39723	0.21736	0	1.3632600000000001	1.40339	0.2487	2.71558	2.32436	1.77532	1.60774	2.48917	1.58006	1.03751	0.94357	0.50597	0.29015	0.28123000000000004	0.26354	0	0.17827	0.38484	0.64048	5.26243	1.35912	0.026869999999999998	0	0.4979
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	2|976|200643|171549|2005525|375288|328812	0.37561	0	0	0	0	0	0.16084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037160000000000006	0.0547	0	0	0	0.19243	0	0	0	0	0.18667	0	0	0	0	0	0	0	0	0	0	0	0	0.00359	0	0	0	0	0	0	0	0	0.10263	0.64208	0	0.25288	0	0	0	0	0.99898	0	0	0.13909000000000002	0.5089	0	0.09657	0	0.03578	0	0	0	0.0178	0	0	0	0.13042	0.01113	0	0.0039700000000000004	0	0	0.48277	0	0	0	0	0.71768	0	0	0	0	0.02429	0	0	0.9464299999999999	0	0	0.032310000000000005	0	0.05391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.467	0	0	0	0.015309999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03204	1.19465	0	0.019719999999999998	0	0	0.026789999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07817	0	0	0.046810000000000004	0.29886	0	0	0	0	0	0.08553	0	0	0	0	0.29966	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_gordonii	2|976|200643|171549|2005525|375288|574930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	2|976|200643|171549|2005525|375288|387661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81423	0	0	0	0	0	0	0	0	0.9738600000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01625	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26661999999999997	0.08089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38268	0.08867	0	0	0	0	0	0	0	0	0	0	0	0	1.05176	0	0	0	0	0	0	0.01866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95233	0	0.45297	0	0	0	0	0	0.9827	0	0.4918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	2|976|200643|171549|2005525|375288|46503	2.50007	0.48832	0.05097	0	0	0	0	0.19568	0.02335	0	0	2.34424	0	0.00285	0	0	2.03041	0.31196	0.25001	0.02159	0.8534	0.10745999999999999	1.6259700000000001	0.33828	0.3719	0.41107	0.20536	0.10617	0	1.4721	0	0.03248	0.05504	0.8491	0.07338	0	0.63397	0.12375	0.23592	0	0.1302	1.15772	0	0	0.022080000000000002	0	0	0.07393	0	0	0	0	0.01235	0	0.67279	1.3514	2.56616	0	1.05524	0.35716	0.44028999999999996	0.47983000000000003	0.20770999999999998	0.8709399999999999	0.7116	0.42363999999999996	4.49763	2.81963	0.09147999999999999	1.49348	1.11674	0	0.09085	0	0.3624	0.16057000000000002	0	0.06327	0	1.0268	1.01102	0.93265	1.11404	0.9641700000000001	0.1554	0.14694000000000002	0.20728000000000002	0.7167	0.66323	0	0	0	0.13442	0	0.12878	0.17865	0.77732	0.02375	3.06238	0	0.05715	0.13535999999999998	0	0.42903	0.024669999999999997	0	0.49663	0.04383	0	0	0	0	4.21661	0.4588	0.76117	0	0	0	0	0.23801	0	0.39711	0.27155999999999997	0	0	0	0	0.3936	2.03722	1.02125	0.9547700000000001	5.31308	0	0.04127	0.058710000000000005	0.02624	0.44977	0.88721	0.04621	0.4249	0.26605999999999996	0.15392	0	0	0	1.3525399999999999	2.0030099999999997	0	1.7805400000000002	0.25061	0	0.6291399999999999	1.0562200000000002	0.0524	0.69999	0.06931	0.80324	1.6559599999999999	0.3305	1.42339	0	0.87831	2.44542	0	0.11192	0.5842	0	0	0.12065999999999999	0.41551000000000005	1.3920299999999999	2.8082700000000003	1.57464	1.1654	1.14668	0.9658100000000001	0.63957	1.2144	0	0.31705	0.36182	0.32645	0	0	0.58899	2.69002	1.63634	1.05247	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_CAG_409	2|976|200643|171549|2005525|375288|1262913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales	2|1798710||1906119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified	2|1798710||1906119|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__Candidatus_Gastranaerophilales_unclassified	2|1798710||1906119||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__Candidatus_Gastranaerophilales_unclassified|s__Candidatus_Gastranaerophilales_bacterium_HUM_9	2|1798710||1906119|||1916320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes	2|1239	52.67783000000001	32.95282	43.1518	9.48863	5.55954	52.7857	53.283680000000004	30.989559999999997	26.238559999999996	64.46226	36.16356	53.49613000000001	85.04135	34.16735	51.16125	62.20449	42.86141	21.96973	35.27646	44.99852	41.97187	21.01897	24.46049	53.419940000000004	22.903760000000002	46.60053	29.79027	28.77567	30.822670000000002	30.11657	50.599509999999995	20.65551	7.11282	7.739380000000001	32.584990000000005	5.93511	23.8806	4.7879	22.31445	58.06663	26.92013	63.54387	62.7945	40.46073	61.34178000000001	35.2947	16.66135	33.58593	0	8.75107	18.9567	23.94989	38.140240000000006	30.3555	28.11533	17.540670000000002	30.743170000000003	44.45582	60.4529	45.628440000000005	50.001979999999996	46.00546	19.91531	65.97928	67.16826	48.70536	36.98662	38.27316	47.0424	57.53679	42.06947	72.99534	51.77199	55.18525	46.495909999999995	30.961909999999996	62.86581999999999	31.67587	15.58419	35.44897	26.01964	5.64754	39.64389	31.03404	58.89383	42.3923	34.48585	49.55169	35.77274	43.57108	27.777590000000004	22.29935	32.45937	34.13239	18.701829999999998	19.130370000000003	70.78157	17.001920000000002	23.517789999999998	58.67179	7.772539999999999	56.987159999999996	21.15866	58.19959	38.035	32.430209999999995	32.95657	71.4585	32.83317	18.5914	23.82912	11.57587	33.554759999999995	36.9724	30.37097	63.21406999999999	27.85223	42.904920000000004	45.29157	49.87919	27.30365	64.91516	16.43517	64.7417	76.29959000000001	44.45519	37.31889	72.45135	43.45657	44.2531	14.765070000000001	57.436519999999994	57.350019999999994	24.281999999999996	22.706789999999998	39.50182	9.51608	35.77527	48.97095	25.13513	31.73313	26.04028	10.05695	35.18088	8.74729	56.98045	49.89108	7.139819999999999	21.85771	8.37722	55.549659999999996	27.829279999999997	26.03707	7.9875300000000005	29.11223	49.53929	22.30153	12.85875	25.356479999999998	16.494970000000002	20.8098	13.908120000000002	15.69065	46.20442	46.65191	40.01453	58.11466	26.11562	35.63232	4.9092400000000005	77.79701999999999	50.69277	57.952169999999995	67.4106	20.09159	19.21251	40.76161	9.2334	33.08044	2.45769	20.64854	80.58528000000001	96.60526	16.841829999999998	13.01414	19.02228	37.04744	68.62009	30.637009999999997	9.62032	51.24125
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.15261	0.00564	0.14071	0.01258	0.0341	0	0	0.00834	2.5155	0.00978	0	0.8901	0.0248	0	0	0.058660000000000004	0	0.9527399999999999	0	0.03138	0	0	1.07334	0.0968	0.00288	0	0.01116	0.14355	0.05429	0.5929300000000001	0.038060000000000004	0	1.0518	0.34995	0	0.27244	0	0	0.1156	0.01278	0.38495	0.12332	0.08824	0	1.7273	0.10930999999999999	0.4931	0.018019999999999998	0	0	0.28060999999999997	0.056729999999999996	1.2696100000000001	0	0	0.027110000000000002	0.0048	0	0.01376	0.75262	0.33591	0	0.02361	0	0.08014	0	0.04974	0	0.016919999999999998	0.14218	0.10409000000000002	0	0.14238	0	0	0.0044399999999999995	0.19473	0	0.05521	0.21058000000000002	0.24606999999999998	0.6139	0	0.0049700000000000005	0	0.04564	0.05312000000000001	0	0.07522999999999999	1.55056	0.07583	0.53494	0.00313	0.040369999999999996	0	0.05968	0.18085	2.15921	0.08801	0	0.07200000000000001	0.02576	0	0.0255	0	0	0.26641	0	0	0.29173000000000004	0.0953	0	0.65803	0	0.00949	0	0	0	0.04361	0	3.1684400000000004	0	1.3133299999999999	0	0	0	0	0	0	0.24269000000000002	0	0.03675	0	0.21528000000000003	0	0	0	0	0.054279999999999995	0	0	1.3001	0	5.82799	0.19158	0.02351	0	0.52336	0.16871	0	0	1.92375	0.29378000000000004	0.7370800000000001	0.09984	0	0.043019999999999996	0	0.1026	0.045219999999999996	0.45833999999999997	0.01005	0	0.05781	0	6.33715	0	0	0	0	0	4.56758	0.25636	0	0.059989999999999995	0	0	1.3373	0	1.00076	1.32379	0	96.60526	0.07597000000000001	0	0.01654	0	1.6782400000000002	0.23103	0	0
