Sample	Bin	Site	NCBI species	GTDB taxonomy	Completeness	Contamination	Strain heterogeneity	Size (Mb)	N50 (Kb)	# genes	# tRNA	# 16S rRNA	# 23S rRNA	# 5S rRNA	dRep 95% sANI rep (cohort)	dRep 95% sANI rep (cohort plus UHGG species reps)	FastANI to closest UHGG genome	Novel compared to UHGG
soweto_31	7	Soweto	Prevotella sp. CAG:520	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975	95.25	0.12	0	2.68	21	2004	35	0	0	0	FALSE	FALSE	97.5129	FALSE
soweto_31	maxbin.014	Soweto	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA7597;s__UBA7597 sp900542935	85.42	1.21	50	1.7	3.47	1362	14	0	0	0	TRUE	FALSE	98.3805	FALSE
soweto_32	bin.1	Soweto	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	92.7	2.06	60	3.29	30.055	2565	42	0	0	0	FALSE	FALSE	98.5719	FALSE
soweto_33	18	Soweto	Bacteroidaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	88.59	0.57	50	2.89	5.859	2261	21	0	0	0	FALSE	FALSE	99.9635	FALSE
soweto_33	bin.12	Soweto	Rhodospirillum sp. UNK.MGS-17	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__CAG-495 sp001917125	94.62	0	0	1.68	17.904	1630	36	1	0	0	TRUE	FALSE	99.5583	FALSE
soweto_33	bin.7	Soweto	Oscillospiraceae bacterium UBA6359	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435555	85.23	0	0	1.81	17.009	1713	34	0	0	1	FALSE	FALSE	98.2167	FALSE
soweto_33	maxbin.002	Soweto	Alistipes onderdonkii WAL 8169 = DSM 19147	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	98.06	0.99	50	3.42	55.313	2758	39	1	0	0	FALSE	FALSE	99.8325	FALSE
soweto_34	bin.6	Soweto	Prevotella copri DSM 18205	NA	97.06	1.01	0	2.98	39.359	2351	47	0	0	0	FALSE	FALSE	98.9705	FALSE
soweto_35	44	Soweto	Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp900540885	86.73	0.37	0	2.09	4.479	1504	23	0	0	0	FALSE	FALSE	98.3079	FALSE
soweto_36	27	Soweto	Eubacterium sp. CAG:251	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835	77.34	2.24	0	1.42	2.89	1145	19	0	0	1	FALSE	FALSE	98.9263	FALSE
soweto_36	29	Soweto	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	99.32	2.38	0	3.51	14.294	3103	42	2	1	1	FALSE	FALSE	98.8231	FALSE
soweto_36	37	Soweto	Bifidobacterium adolescentis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	96.37	2.8	20	2.41	24.958	2045	51	0	0	1	FALSE	FALSE	98.8461	FALSE
soweto_36	bin.12	Soweto	unclassified Akkermansia	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia sp001580195	88.1	1.02	0	2.51	8.413	2144	35	0	0	0	TRUE	FALSE	99.9717	FALSE
soweto_36	bin.9	Soweto	Alistipes putredinis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	93.4	0.48	0	2.13	10.799	1862	29	0	0	1	FALSE	FALSE	99.6615	FALSE
soweto_36	maxbin.002_sub	Soweto	Bacteroides uniformis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	92.5	6.62	37.78	4.89	57.622	4075	68	4	16	5	FALSE	FALSE	99.7717	FALSE
soweto_37	1	Soweto	Clostridium sp. CAG:138	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	91.93	2.68	50	1.86	9.024	1617	26	0	0	2	FALSE	FALSE	98.6558	FALSE
soweto_37	10	Soweto	Eubacterium sp. CAG:603	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-603;s__CAG-603 sp900066105	98.57	0.34	0	2.68	15.592	2330	27	0	0	0	TRUE	FALSE	99.6882	FALSE
soweto_37	16	Soweto	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515	91.99	0.7	0	1.53	20.539	1394	43	1	1	1	FALSE	FALSE	98.2419	FALSE
soweto_37	22	Soweto	Oscillibacter sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900313295	90.6	1.4	75	2.49	18.087	2323	30	0	0	1	FALSE	FALSE	98.7639	FALSE
soweto_37	26	Soweto	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900549645	82.63	0.72	5.56	1.98	6.359	1894	25	0	0	1	TRUE	FALSE	98.5643	FALSE
soweto_37	27	Soweto	Clostridium sp. CAG:510	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__CAG-510 sp000434615	89.97	3.04	33.33	2.34	6.528	2097	17	0	0	0	FALSE	FALSE	98.6207	FALSE
soweto_37	32	Soweto	Christensenellaceae bacterium Phil1	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855	98.39	0	0	2.38	63.931	2239	38	0	0	0	FALSE	FALSE	99.0237	FALSE
soweto_38	10	Soweto	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	82.19	1.36	50	1.41	2.751	1226	11	0	0	0	FALSE	FALSE	98.4802	FALSE
soweto_38	3	Soweto	uncultured Prevotellaceae bacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia sp900539625	97.12	0.37	0	2.5	17.032	1867	36	0	0	0	FALSE	FALSE	97.7985	FALSE
soweto_38	bin.5	Soweto	Prevotella sp. CAG:520	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975	95.91	0.12	0	2.68	19.767	2042	42	0	0	0	TRUE	FALSE	97.4602	FALSE
soweto_39	bin.10	Soweto	Oscillibacter sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900545495	93.29	1.34	0	2.05	103.752	1921	47	0	0	0	TRUE	FALSE	98.3567	FALSE
soweto_39	bin.11	Soweto	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	84.34	0.39	50	1.63	14.214	1453	27	0	0	0	TRUE	FALSE	99.6629	FALSE
soweto_39	bin.2	Soweto	Ruminococcus sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	92.29	0	0	2.34	14.848	2094	21	0	0	0	FALSE	FALSE	99.125	FALSE
soweto_39	maxbin.002	Soweto	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	97.27	0	0	2.25	138.568	2074	42	0	0	1	FALSE	FALSE	99.6588	FALSE
soweto_40	10	Soweto	Prevotella sp. CAG:873	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001701165	96.98	0	0	2.61	43.02	2155	43	0	0	0	FALSE	FALSE	98.7671	FALSE
soweto_40	13	Soweto	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	90.24	3.42	45.45	3.25	10.564	2530	39	0	0	0	FALSE	FALSE	98.3895	FALSE
soweto_40	17	Soweto	Ruminococcus sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	91.44	1.26	33.33	2.39	5.844	2079	23	1	0	0	FALSE	FALSE	98.8963	FALSE
soweto_40	22	Soweto	Unclassified	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__UBA1407;g__UBA1724;s__UBA1724 sp900548225	82.4	1.56	0	2.05	5.042	1810	38	0	0	0	FALSE	FALSE	98.6407	FALSE
soweto_40	45	Soweto	Clostridium sp. CAG:138	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	87.05	2.74	16.67	1.68	3.607	1523	15	0	0	2	FALSE	FALSE	99.3132	FALSE
soweto_40	bin.10	Soweto	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135	94.09	0.46	0	2	15.992	1807	31	0	0	0	FALSE	FALSE	98.8895	FALSE
soweto_40	bin.4	Soweto	Succinatimonas sp. UBA2849	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	99.38	0.29	0	2.35	43.502	2040	41	0	0	0	FALSE	FALSE	98.8606	FALSE
soweto_41	17	Soweto	Faecalibacterium prausnitzii SL3/3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	97.51	2.04	100	2.97	15.477	2772	43	0	0	0	FALSE	FALSE	97.198	FALSE
soweto_41	2	Soweto	Roseburia faecis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	84.44	2.32	33.33	2.34	3.975	2076	22	0	0	0	FALSE	FALSE	98.8946	FALSE
soweto_41	bin.4	Soweto	Prevotella sp.	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215	96.45	1.07	0	3.02	56.369	2447	49	0	0	0	FALSE	FALSE	98.1695	FALSE
soweto_42	12_sub	Soweto	Roseburia sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45;s__	76.18	4.94	3.57	3.8	4.211	3526	24	0	0	0	FALSE	FALSE	99.5268	FALSE
soweto_42	9	Soweto	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	96.33	0.51	33.33	2.08	7.133	1898	36	0	0	1	FALSE	FALSE	99.2593	FALSE
soweto_43	10	Soweto	Bacteroidales bacterium H9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp000437795	97.92	0	0	2.5	69.162	2077	49	0	0	0	TRUE	FALSE	98.4047	FALSE
soweto_43	11	Soweto	Eubacterium sp. CAG:251	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835	84.56	0.67	0	1.45	3.442	1193	6	0	0	1	FALSE	FALSE	98.2906	FALSE
soweto_43	33_sub	Soweto	Ruminococcus sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	91.1	1.54	66.67	2.34	5.181	2085	19	0	0	0	FALSE	FALSE	97.7938	FALSE
soweto_43	bin.6	Soweto	Lachnospiraceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066365	97.38	1.45	33.33	2.91	50.575	2603	42	0	0	0	FALSE	FALSE	99.1138	FALSE
soweto_43	bin.8	Soweto	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000432515	92.86	0.95	0	2.83	19.776	2214	35	1	0	0	FALSE	FALSE	96.8453	FALSE
soweto_44	1	Soweto	Oscillibacter sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900545495	80.26	2.99	50	2.25	4.117	2182	46	0	0	1	FALSE	FALSE	98.1482	FALSE
soweto_44	17	Soweto	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515	82.5	1.4	0	1.32	3.608	1176	20	0	0	0	FALSE	FALSE	98.1279	FALSE
soweto_44	59	Soweto	Succinatimonas sp. UBA2849	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	93.2	0.92	0	1.91	4.144	1563	23	0	0	0	FALSE	FALSE	98.9833	FALSE
soweto_44	bin.4	Soweto	Ruminococcaceae bacterium	NA	96.6	0	0	2.21	36.35	1999	40	0	0	1	FALSE	FALSE	98.5489	FALSE
soweto_45	19	Soweto	Bacteroides sp. CAG:770	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000435075	77.42	3.73	33.33	2.28	2.799	1894	10	0	0	1	FALSE	FALSE	97.3202	FALSE
soweto_45	26	Soweto	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135	96.94	1.01	100	2.12	9.673	1892	37	0	0	0	FALSE	FALSE	99.0126	FALSE
soweto_45	27	Soweto	Succinatimonas sp. UBA2849	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	97.61	0.88	0	2.23	11.168	1907	35	0	0	0	FALSE	FALSE	99.0322	FALSE
soweto_45	9	Soweto	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	85.49	1.83	0	3.17	8.48	2427	33	1	0	0	FALSE	FALSE	98.493	FALSE
soweto_45	maxbin.001_sub	Soweto	Prevotella copri DSM 18205	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri	80.59	5.48	75	3.39	5.871	2902	30	3	7	4	FALSE	FALSE	96.4143	FALSE
soweto_46	16	Soweto	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	97.32	0.67	0	1.89	12.582	1682	29	0	0	0	FALSE	FALSE	98.4552	FALSE
soweto_46	17	Soweto	[Eubacterium] rectale	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	97.3	0.53	0	2.74	9.173	2436	19	0	0	0	FALSE	FALSE	98.0839	FALSE
soweto_46	bin.17	Soweto	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	97.11	0.22	0	2.07	32.334	1911	31	0	0	1	FALSE	FALSE	99.0346	FALSE
soweto_46	maxbin.001	Soweto	Prevotella copri DSM 18205	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri	83.15	3.92	93.33	3.43	12.958	2882	31	1	8	2	FALSE	FALSE	96.7005	FALSE
soweto_47	0	Soweto	Bifidobacterium longum	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	98.89	0.54	33.33	2.31	21.955	1982	54	0	0	0	FALSE	FALSE	98.9516	FALSE
soweto_47	27	Soweto	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135	97.27	0	0	2.27	136.283	2049	42	1	0	1	FALSE	FALSE	98.6471	FALSE
soweto_47	bin.5	Soweto	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	88.41	1.11	0	3.11	20.392	2389	42	0	0	0	FALSE	FALSE	98.4787	FALSE
soweto_48	10	Soweto	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	94.13	4.76	80	3.69	49.198	2797	45	0	0	0	FALSE	FALSE	98.47	FALSE
soweto_48	18_sub	Soweto	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	88.06	1.9	0	1.83	5.136	1648	23	0	0	0	FALSE	FALSE	99.6736	FALSE
soweto_48	bin.5	Soweto	Oscillibacter sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900313295	86.62	1.34	50	1.85	17.041	1732	36	0	1	1	FALSE	FALSE	98.6987	FALSE
soweto_48	maxbin.002	Soweto	Prevotella sp. CAG:873	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001701165	96.98	0.19	0	2.73	31.514	2259	40	0	2	2	FALSE	FALSE	98.4738	FALSE
soweto_49	42_sub	Soweto	Lachnospira eligens	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_B	76.68	2.03	20	1.79	2.278	1459	5	0	0	0	FALSE	FALSE	98.3632	FALSE
soweto_49	bin.10	Soweto	[Eubacterium] siraeum V10Sc8a	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	98.99	0.98	0	2.46	19.944	2147	19	0	0	0	FALSE	FALSE	97.6677	FALSE
soweto_49	maxbin.001	Soweto	Phocaeicola vulgatus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	98.29	0	0	5.28	37.108	4543	66	3	11	2	FALSE	FALSE	99.4935	FALSE
soweto_49	maxbin.003	Soweto	[Eubacterium] rectale M104/1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	98.61	2.27	25	2.67	17.813	2349	28	0	0	0	FALSE	FALSE	98.0469	FALSE
bushbuckridge_2	bin.2	Bushbuckridge	Succinatimonas sp. UBA2849	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	99.38	0.29	0	2.28	37.534	1941	37	0	0	0	FALSE	FALSE	99.0516	FALSE
bushbuckridge_2	bin.5	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	94.6	1.11	0	3.5	40.036	2725	43	0	0	0	FALSE	FALSE	98.4386	FALSE
bushbuckridge_3	2	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000432515	76.4	9.13	37.5	2.64	3.474	2121	18	0	0	0	FALSE	FALSE	96.808	FALSE
bushbuckridge_3	33	Bushbuckridge	Cyanobacteria bacterium UBA4641	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp002103105	86.32	1.71	0	1.75	5.702	1622	32	0	0	0	FALSE	FALSE	98.3912	FALSE
bushbuckridge_3	7	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Anaerovibrio;s__Anaerovibrio sp900548165	79.69	3.52	10	1.6	2.299	1427	11	0	0	0	FALSE	FALSE	96.5758	FALSE
bushbuckridge_3	bin.7	Bushbuckridge	Succinatimonas sp. UBA2849	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	99.38	0.29	0	2.34	49.459	1972	41	0	0	0	FALSE	FALSE	98.8357	FALSE
bushbuckridge_4	20	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA733;s__UBA733 sp900550795	75.47	0	0	1.07	2.145	832	26	0	0	0	FALSE	FALSE	96.4996	FALSE
bushbuckridge_4	35	Bushbuckridge	Succinatimonas sp. UBA2849	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835	94.67	0.29	0	2.07	7.28	1728	31	0	0	0	FALSE	FALSE	98.9065	FALSE
bushbuckridge_4	bin.10	Bushbuckridge	Unclassified	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000433355	83.54	1.53	0	2.91	9.338	2237	29	0	0	0	FALSE	FALSE	98.3398	FALSE
bushbuckridge_5	39	Bushbuckridge	Christensenellaceae bacterium Phil1	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855	75.57	2.82	25	1.63	2.641	1577	22	0	0	0	FALSE	FALSE	97.9852	FALSE
bushbuckridge_6	bin.1	Bushbuckridge	Oscillospiraceae bacterium UBA6359	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435555	79.36	1.64	18.18	1.65	11.5	1582	15	0	0	1	FALSE	FALSE	98.2685	FALSE
bushbuckridge_6	bin.13	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	96.94	0	0	2.23	76.385	2112	41	0	0	1	FALSE	FALSE	99.5236	FALSE
bushbuckridge_6	bin.8	Bushbuckridge	Ruminococcus sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	77.85	0.67	0	1.63	5.716	1462	16	0	0	1	FALSE	FALSE	99.3274	FALSE
bushbuckridge_6	maxbin.001	Bushbuckridge	Clostridium sp. CAG:138	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	93.94	1.34	0	2.39	59.084	2161	46	2	2	0	FALSE	FALSE	99.5734	FALSE
bushbuckridge_7	12	Bushbuckridge	Bacteroides	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	96.94	7.29	9.09	5.46	16.078	4767	46	0	0	1	FALSE	FALSE	99.5919	FALSE
bushbuckridge_7	bin.3	Bushbuckridge	Eubacterium sp.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__CAG-882 sp003486385	75.95	2.55	22.22	2.14	5.401	1742	5	0	0	0	FALSE	FALSE	98.2562	FALSE
bushbuckridge_8	10	Bushbuckridge	Ruminococcaceae bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	97.32	0.56	50	1.83	16.458	1641	36	0	0	1	FALSE	FALSE	98.951	FALSE
bushbuckridge_8	29	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281 sp900548285	85.4	2.47	20	2.09	3.768	1611	23	0	0	0	FALSE	FALSE	98.3633	FALSE
bushbuckridge_8	bin.7	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__CAG-448 sp003150135	91.16	0	0	2.11	21.893	1643	29	0	0	0	FALSE	FALSE	98.6235	FALSE
bushbuckridge_8	bin.9	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-568;s__CAG-568 sp000434395	97.75	1.12	0	1.54	117.795	1243	45	0	0	0	TRUE	FALSE	98.1503	FALSE
bushbuckridge_9	14	Bushbuckridge	Unclassified	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-841;s__CAG-841 sp900544285	91.33	1.57	0	1.92	11.844	1760	36	0	0	2	FALSE	FALSE	98.8681	FALSE
bushbuckridge_9	16	Bushbuckridge	Clostridiales bacterium	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515	83.89	2.82	0	1.31	3.558	1213	26	0	0	0	FALSE	FALSE	98.0464	FALSE
bushbuckridge_9	4	Bushbuckridge	Clostridium sp. CAG:138	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	92.15	1.34	0	1.81	8.209	1594	30	0	0	0	FALSE	FALSE	99.2461	FALSE
