MetaCyc Pathway	bushbuckridge_1	bushbuckridge_2	bushbuckridge_3	bushbuckridge_4	bushbuckridge_5	bushbuckridge_6	bushbuckridge_7	bushbuckridge_8	bushbuckridge_9	bushbuckridge_10	bushbuckridge_11	bushbuckridge_12	bushbuckridge_13	bushbuckridge_14	bushbuckridge_15	bushbuckridge_16	bushbuckridge_17	bushbuckridge_18	bushbuckridge_19	bushbuckridge_20	bushbuckridge_21	bushbuckridge_22	bushbuckridge_23	bushbuckridge_24	bushbuckridge_25	bushbuckridge_26	bushbuckridge_27	bushbuckridge_28	bushbuckridge_29	bushbuckridge_30	bushbuckridge_31	bushbuckridge_32	bushbuckridge_33	bushbuckridge_34	bushbuckridge_35	bushbuckridge_36	bushbuckridge_37	bushbuckridge_38	bushbuckridge_39	bushbuckridge_40	bushbuckridge_41	bushbuckridge_42	bushbuckridge_43	bushbuckridge_44	bushbuckridge_45	bushbuckridge_46	bushbuckridge_47	bushbuckridge_48	bushbuckridge_49	bushbuckridge_50	bushbuckridge_51	bushbuckridge_52	bushbuckridge_53	bushbuckridge_54	bushbuckridge_55	bushbuckridge_56	bushbuckridge_57	bushbuckridge_58	bushbuckridge_59	bushbuckridge_60	bushbuckridge_61	bushbuckridge_62	bushbuckridge_63	bushbuckridge_64	bushbuckridge_65	bushbuckridge_66	bushbuckridge_67	bushbuckridge_68	bushbuckridge_69	bushbuckridge_70	bushbuckridge_71	bushbuckridge_72	bushbuckridge_73	bushbuckridge_74	bushbuckridge_75	bushbuckridge_76	bushbuckridge_77	bushbuckridge_78	bushbuckridge_79	bushbuckridge_80	bushbuckridge_81	bushbuckridge_82	bushbuckridge_83	bushbuckridge_84	bushbuckridge_85	bushbuckridge_86	bushbuckridge_87	bushbuckridge_88	bushbuckridge_89	bushbuckridge_90	bushbuckridge_91	bushbuckridge_92	bushbuckridge_93	bushbuckridge_94	bushbuckridge_95	bushbuckridge_96	bushbuckridge_97	bushbuckridge_98	bushbuckridge_99	bushbuckridge_100	bushbuckridge_101	bushbuckridge_102	bushbuckridge_103	bushbuckridge_104	bushbuckridge_105	bushbuckridge_106	bushbuckridge_107	bushbuckridge_108	bushbuckridge_109	bushbuckridge_110	bushbuckridge_111	bushbuckridge_112	bushbuckridge_113	bushbuckridge_114	bushbuckridge_115	bushbuckridge_116	bushbuckridge_117	bushbuckridge_118	soweto_1	soweto_2	soweto_3	soweto_4	soweto_5	soweto_6	soweto_7	soweto_8	soweto_9	soweto_10	soweto_11	soweto_12	soweto_13	soweto_14	soweto_15	soweto_16	soweto_17	soweto_18	soweto_19	soweto_20	soweto_21	soweto_22	soweto_23	soweto_24	soweto_25	soweto_26	soweto_27	soweto_28	soweto_29	soweto_30	soweto_31	soweto_32	soweto_33	soweto_34	soweto_35	soweto_36	soweto_37	soweto_38	soweto_39	soweto_40	soweto_41	soweto_42	soweto_43	soweto_44	soweto_45	soweto_46	soweto_47	soweto_48	soweto_49	soweto_50	soweto_51
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	406.072	310.037	487.424	383.563	133.994	64.237	100.348	150.722	51.1429	158.566	73.862	131.385	416.657	67.7937	61.6243	248.938	32.8594	192.159	230.486	186.739	238.095	431.431	125.248	81.296	107.249	230.486	326.633	45.3669	270.342	344.534	235.699	275.93	81.945	351.163	351.441	244.23	280.984	378.876	118.601	225.264	93.8413	282.177	60.4687	171.03	169.116	725.145	110.257	143.226	357.961	223.828	129.309	225.229	266.236	41.5622	65.021	58.4332	273.495	102.079	90.7685	32.9178	238.157	416.146	184.937	247.451	262.671	181.4	119.206	274.729	196.453	480.037	228.967	385.682	0	453.649	599.117	251.604	390.339	296.348	127.863	222.199	299.539	148.837	413.985	562.07	225.8	225.599	153.41	437.319	364.911	196.614	215.814	223.943	276.184	279.55	223.195	312.348	182.053	49.9703	281.736	89.6084	228.523	139.166	407.906	117.168	178.079	64.5045	271.473	96.174	49.4801	348.382	197.93	256.231	229.122	23.6401	611.016	461.659	164.113	64.3199	410.148	178.181	193.724	326.134	61.7317	172.467	580.02	303.35	0	58.6346	550.35	268.36	331.802	298.53	192.635	56.7547	63.5177	111.483	146.126	124.192	246.5	82.0383	136.574	181.171	24.7862	198.702	137.911	287.163	248.548	526.611	313.046	197.648	33.0394	312.313	197.782	187.581	60.8868	353.779	172.024	113.559	101.445	316.079	128.228	256.437	314.89	339.861	111.827	88.3888	91.7528	63.7132	32.3302
PWY-1361: benzoyl-CoA degradation I (aerobic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1367	0	0	1.59862	0	0	0	0	0	0	0	0	0	1.27268	0	0	0	0	0	0	0	3.0883	0	0	0	0	0	4.11819	0	0	0	0	0	1.58929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.585946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1501: mandelate degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.927689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85029	0	0	0	0	0	2.28454	0	0	0	0	0	0	0	0	0	0	1.88451	0	0	0	0	0	0	0	0	0	0	0	0	2.91221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.530451	0	0	0	0	0	0	0	0	0	0	0	13.5212	0	0	0	0	0	0	0	0	0	0	0	0	3.00376	0	0	0	0	0	0	0	6.20981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1541: superpathway of taurine degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10742	0	0	1.38592	0	0	0	0	0	0	0	0	0	0	0	2.10026	1.89432	0	0.79231	0	2.77766	0.582436	0.317232	0	0	0	0	14.148	0	0	0	0	0	0	5.30561	0	0	0	0	0	0	0	0	0	0	0	4.82096	0	0	0	1.4841	0	0	1.16738	0	0	0	1.3922	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97767	0	0	0	0	0	0	6.46445	11.7288	0	0	0	0	0	0	0	0	0	0	0	1.54077	0	0	0	0	0	3.39976	0	0	0	2.33599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51588	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27183	0	20.2812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1861: formaldehyde assimilation II (RuMP Cycle)	0	1.26087	0	0	1.1229	1.2846	6.54649	5.84285	4.68939	0	0	0	0	0	0	0	0	0	9.98586	7.19238	27.2824	0	18.7583	9.67977	4.50993	247.38	2.16097	21.6263	18.5554	31.9971	6.63799	12.3594	0.421927	0	0	21.2243	0.707356	3.38335	19.3854	9.21025	10.5078	0.277838	10.5204	0	6.01009	0	2.33064	28.433	31.7917	11.2742	1.43493	18.9851	1.905	2.76393	24.4136	3.21905	0	0.610485	7.41803	8.79826	0	0	0	0.262208	1.17158	10.1346	27.0559	6.68941	4.63359	0	1.87177	0	0	0.467108	0	73.4657	60.8618	32.455	73.9817	3.32598	4.07297	33.5067	0	0	7.90947	23.8808	3.59241	0	2.68517	0	0.232346	135.837	3.48167	0.353387	2.25946	94.2282	16.8773	9.58665	29.8746	15.4847	8.03249	25.7582	0	18.0354	8.76337	0.779967	0	0.781094	8.79038	0	15.3411	3.19678	0	36.776	0	0.533802	4.44222	22.7514	1.50262	2.51966	0	18.4461	4.49338	12.8565	0	12.5757	0	0	22.242	5.17619	0	29.8616	0	11.9717	0	0	0	19.1036	0	0	0	28.1161	29.7101	3.90523	0	8.68705	5.71379	0	0	0	6.08936	15.8682	0	116.191	15.7724	0	6.49222	0	0	0	5.55075	0	0	0	13.3542	0	1.13016	0	65.1901
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.816945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.733998	0	0	0	23.7005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14929	0	0	0	0	0	0	0	0	0.276387	0	0	0	0	0.404239	0	0.320836	0	0	0	0	0	0	0	0.540415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	0	59.8967	7.17475	9.46968	41.7479	15.1116	3.9661	14.3971	16.8069	151.604	38.7486	59.8329	15.615	0	0	3.45803	21.1899	7.23403	48.2403	55.0493	227.06	18.8843	48.1136	25.7632	94.4241	143.21	16.7131	29.585	12.556	202.164	6.4202	26.3425	4.91002	13.0802	189.642	85.4049	22.729	23.0913	48.3986	16.047	76.4347	83.9547	5.62038	19.0807	19.9812	35.6207	48.7221	141.188	23.7788	14.2799	4.06453	16.0535	9.64049	0	80.4724	3.10087	12.8321	47.5485	37.0421	15.4487	3.83196	15.6148	64.2672	35.0971	34.7768	12.145	68.1545	26.9129	17.2082	15.0315	136.772	26.8073	0	39.5304	16.5823	85.0581	38.0827	13.5463	27.5768	31.2995	12.8457	16.3044	3.12881	0	10.9298	135.052	103.929	60.9449	50.7961	5.80423	8.17331	149.208	31.0944	14.5958	15.8006	119.297	103.031	11.0413	124.755	80.8704	7.31979	62.6009	33.4224	59.2426	12.2021	33.1837	32.3955	3.53025	10.7732	73.7368	3.0162	100.936	31.9404	18.9784	3.64865	38.411	11.3453	34.1745	40.3401	72.4926	32.9113	48.6149	18.6561	51.5809	12.5812	28.1183	23.3885	7.91957	124.1	0	56.5869	20.4445	32.3168	25.3648	8.39309	42.9178	0	59.9548	29.1512	0	100.895	81.2071	100.77	97.1219	79.468	6.24617	31.4381	14.7067	0	0	18.485	223.175	0	214.9	8.10106	14.9281	38.8687	0	33.605	9.23691	84.3256	17.1474	31.9761	36.2252	78.5846	0	36.6093	20.7456	66.682
PWY-2723: trehalose degradation V	0	22.692	0	0	15.7385	0	16.9909	0	9.33444	39.5602	15.2271	20.4475	7.76994	0	0	0	9.61185	0	25.2161	43.0064	75.2026	3.11074	22.4181	0	23.5336	102.638	2.88408	3.68778	6.07892	48.9556	46.1145	9.19486	5.07177	1.63113	45.235	23.6714	19.3716	8.78148	20.4987	15.3802	38.8607	24.9263	8.81294	36.7236	13.9078	12.2559	15.5331	94.6931	14.2264	1.76255	13.7813	15.1217	1.91172	6.00932	20.6582	2.62433	1.88554	33.2822	14.8714	3.30303	4.81753	2.21815	7.70837	7.03179	4.68292	32.8642	45.5551	19.5125	0	7.47368	59.0192	7.60945	0	9.45167	0	4.38156	7.11081	4.22536	5.20181	14.27	0	1.62185	2.82746	0	7.72156	70.1043	23.3534	35.6431	14.3916	6.73715	11.1524	113.773	11.5373	5.8635	1.6029	17.394	28.0888	3.93846	46.0363	64.104	6.98061	19.5345	21.4493	17.3471	0.462525	14.6095	7.86381	2.28886	6.03793	43.7135	7.5546	42.8209	13.1061	11.6559	2.29644	10.8384	1.71025	15.2997	3.55487	24.0345	6.27401	11.4043	22.0691	8.11711	0	0	0	0	19.2173	7.48662	9.0045	0	18.9207	14.2154	0	0	0	0	29.1261	0	16.8718	19.5009	125.622	12.3847	15.6201	0	26.862	0	0	0	0	127.045	0	84.0198	6.30709	0	0	0	11.1234	0	27.6574	0	0	0	94.2185	5.94084	26.2942	16.6633	4.70031
PWY-2941: L-lysine biosynthesis II	32.3018	1.38205	16.8043	11.6375	12.8272	96.0918	81.6269	39.2933	113.121	110.42	47.364	119.211	44.7232	33.3204	51.0924	0	33.2873	23.4286	49.4905	200.773	35.4181	31.1331	63.7572	100.32	42.1146	15.9149	74.9778	75.0221	82.0533	36.6017	41.8601	120.422	88.3254	41.3118	17.5218	50.967	13.8973	15.2216	207.259	70.6713	29.4626	48.9653	41.0343	30.8025	164.274	69.0726	164.24	12.7827	19.4863	12.7959	33.8917	59.638	14.1223	36.6392	63.5033	73.9932	72.4734	79.7727	40.1822	59.374	49.475	15.4253	82.4484	52.7518	33.127	70.8486	71.6096	88.7998	52.3482	15.863	24.3515	79.6498	0	19.5346	30.1135	173.904	32.2511	14.6991	76.6982	97.5994	65.7838	88.0432	20.6494	55.0759	13.0857	136.84	115.202	73.164	50.7373	29.0326	74.3833	109.031	27.855	127.387	15.8965	134.618	149.314	95.3764	29.578	48.8788	77.6474	52.582	55.6591	91.5686	72.9018	29.1706	75.3829	71.7428	190.295	46.2775	56.7466	130.87	58.8185	125.545	10.3745	8.5792	98.0403	179.638	96.2224	10.4866	312.045	27.03	86.308	254.162	42.5031	0	232.233	59.0069	43.8335	0	319.656	21.7473	117.839	36.3651	35.7033	192.562	0	9.10577	228.458	29.1249	216.664	52.2286	100.822	157.788	118.934	228.304	253.317	9.83734	14.1899	0	33.4112	42.7252	25.3824	139.725	121.444	96.9491	96.9651	51.409	130.549	128.822	236.379	18.3725	55.6988	37.2354	97.6969	79.5311	60.8087	136.332	120.694
PWY-2942: L-lysine biosynthesis III	619.125	518.749	767.505	642.827	444.637	377.085	492.392	434.107	415.259	322.031	390.819	388.775	545.401	553.404	385.554	549.553	333.712	572.91	432.195	628.045	365.104	622.848	311.811	524.82	402.556	344.948	569.235	478.824	497.76	434.705	591.219	537.068	425.443	591.653	453.005	458.536	537.693	681.31	462.992	469.223	368.205	464.147	533.7	463.937	409.304	847.458	436.772	399.475	564.463	576.523	540.105	509.578	578.658	316.779	366.843	443.082	570.633	423.323	389.112	429.784	576.799	718.995	454.626	528.924	534.381	491.606	403.73	541.679	524.017	675.793	406.714	703.111	0	743.212	787.257	502.87	511.256	538.563	534.293	492.883	564.527	481.209	664.502	775.883	569.855	383.729	385.891	738.267	649.453	550.255	495.478	310.239	534.301	506.91	553.05	585.104	416.233	443.432	536.494	410.051	498.048	472.064	660.793	433.036	584.146	303.624	658.164	557.852	476.376	696.708	536.882	477.507	491.567	510.024	857.033	709.488	464.475	502.149	613.982	430.812	529.264	554.703	461.12	455.584	809.237	654.833	304.251	450.492	698.618	599.668	510.919	549.884	543.609	425.9	463.585	445.016	538.724	405.087	453.098	365.45	433.619	436.393	500.336	501.538	419.875	588.869	501.12	727.079	622.232	510.99	568.924	478.919	488.049	372.615	501.256	648.582	455.793	436.499	567.445	538.381	408.354	490.425	574.018	576.632	431.94	438.146	391.335	374.339	402.377
PWY-3001: superpathway of L-isoleucine biosynthesis I	401.561	377.028	514.69	334.283	362.018	346.922	363.104	357.911	330.293	283.667	336.793	324.106	350.633	485.513	320.3	410.348	298.562	422.683	394.839	616.624	339.068	318.985	302.556	297.362	336.298	365.457	444.536	313.237	392.409	314.955	384.301	362.518	363.312	363.159	331.932	382.206	400.619	342.719	389.649	416.517	384.033	363.881	405.429	479.813	423.52	306.031	339.342	368.469	354.468	389.26	428.894	413.56	377.075	265.393	291.74	265.034	401.242	345.629	272.387	282.462	419.149	341.483	341.61	386.53	379.304	426.939	371.291	384.784	352.974	469.477	333.043	279.266	0	320.586	215.181	402.676	427.666	390.373	349.289	411.157	371.148	422.069	384.337	217.466	397.895	394.167	335.123	322.153	370.313	368.873	365.79	424.201	392.691	457.369	400.323	439.685	368.48	382.977	356.145	304.453	418.36	349.769	354.957	434.807	364.437	295.335	387.12	370.422	321.059	416.252	415.421	360.078	370.523	258.052	468.806	257.647	378.008	387.108	351.154	315.006	421.665	338.689	388.517	380.759	286.74	263.741	303.826	321.761	317.922	469.957	445.772	404.022	461.315	389.988	366.432	427.034	381.023	349.777	441.728	291.079	420.355	388.411	378.718	343.891	400.875	492.947	470.855	229.825	259.925	327.241	371.076	366.581	372.828	399.56	414.898	313.644	449.194	372.526	354.67	381.682	396.903	321.09	387.429	323.587	417.127	324.601	385.494	368.867	272.189
PWY-3781: aerobic respiration I (cytochrome c)	0	0.339878	0	0	0	0	0	0	0.410847	2.90485	0	0.738696	0	0	0	0	0	0	0.19644	1.30202	0	0	0.445618	0	0.389681	1.21016	0.290185	0	6.36331	0	3.06784	2.64899	0	0	0.414054	0	5.29389	0	1.05041	0	1.66355	2.62746	0	0.464697	0.652458	0	0	0	0	2.6815	0	3.07767	0	0	0.203414	0.288359	0	4.56509	0.884951	0	0	0	0.14322	0.507243	4.26722	0	0	1.79658	0	0	16.8354	0	0	0	0	25.8397	0	0	0	0	2.48251	5.12282	0	0	2.31431	0	0	1.76354	0	0	3.55805	0.459574	0	0	0	0	0	1.84893	0	0.402608	0	0.43909	0	0.451676	0	7.1679	0.29014	0	0.134272	17.2501	0	2.35476	0	0	0	0	0	0.909688	0	0.842689	0	0	0	0.293996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.78288	0	0	1.65662	3.98782	0.97223	0.387458	0	0	0	0	5.2559	6.44066	5.96652	0	2.16654	0	0	0	0	19.6241	0	0	18.8751	26.5349	0	0	0	0	0	0
PWY-3801: sucrose degradation II (sucrose synthase)	0	7.97312	0	0	22.8148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.03833	0	2.68063	0	0	0	0	14.0433	0	9.58641	0	0	7.38169	12.9493	7.16588	0	5.43786	0	39.3484	0	0	0	0	0	0	85.9949	7.12644	0	0	0	0	0	14.7108	0	0	0	0	0	10.0265	0	0	5.97362	2.98579	0	34.05	0	9.08897	9.91846	34.4174	0	0	18.5692	0	0	10.5198	0	0	3.75153	8.04464	0	0	0	0	6.11619	6.61	0	0	0	0	14.4646	0	5.58181	0	0	6.15663	0	16.8124	36.3697	0	9.7686	0	7.63052	0	3.60122	0	0	0	0	0	29.1075	1.59214	0	5.08331	0	0	7.71608	0	28.1691	0	28.2548	0	0	0	18.7347	0	0	45.5334	0	0	0	0	14.9049	0	0	0	27.5437	0	0	0	0	0	0	0	0	0	0	0	0	0	80.4885	0	81.1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-3841: folate transformations II	667.618	621.269	782.503	700.4	631.96	671.939	605.302	601.145	668.433	364.143	653.176	553.995	536.629	626.848	879.385	615.241	681.308	553.725	530.039	674.878	382.802	581.201	592.171	793.935	446.797	422.787	713.546	724.471	551.151	319.882	631.616	617.072	560.593	604.384	414.488	551.146	599.988	661.638	554.673	528.292	472.089	453.807	671.083	565.748	528.521	436.199	502.308	501.589	619.074	727.88	667.737	580.334	656.322	729.953	640.224	841.764	612.061	649.134	718.211	747.793	651.673	661.243	556.588	630.647	606.721	622.95	522.889	520.653	610.504	723.486	387.549	630.875	0	746.332	646.323	572.126	852.978	648.829	707.215	695.13	623.633	746.937	701.258	475.903	703.625	420.226	602.087	665.214	633.836	636.218	646.284	324.651	605.156	596.409	582.986	743.516	494.87	700.678	506.141	517.075	574.752	595.385	616.095	532.636	733.622	720.111	659.01	867.2	712.107	548.057	686.049	515.79	659.147	860.256	766.989	636.531	555.784	691.147	563.359	534.588	588.05	536.86	639.499	546.906	565.686	644.703	468.219	745.085	367.046	689.881	579.028	559.327	637.591	737.389	621.148	568.266	783.881	765.595	555.258	794.267	521.402	613.583	630.223	567.198	507.643	597.383	557.175	587.14	656.979	594.849	755.277	400.56	554.83	373.478	738.558	649.015	671.537	763.075	575.521	503.8	549.506	629.549	677.524	652.049	645.091	700.616	489.655	587.373	850.125
PWY-4041: &gamma;-glutamyl cycle	24.8019	33.9495	11.2967	10.4898	30.9779	27.8507	0	10.051	29.2337	178.023	29.9038	74.4967	10.7489	10.9141	5.45693	9.42029	13.737	29.6207	35.5043	49.3979	172.99	14.3577	54.1879	6.94712	82.0249	130.413	21.5385	19.3658	31.4796	123.147	28.8189	25.508	30.7917	10.7237	105.726	38.9666	20.461	31.9166	51.3702	10.0271	58.6716	70.0419	21.6055	56.8936	54.8356	29.9546	52.794	95.4964	17.0766	10.2346	11.0833	13.6854	17.267	16.1564	44.6933	9.53461	29.6417	55.4059	24.9141	21.2381	8.98034	9.64547	41.3986	25.8038	25.4154	42.0963	64.991	33.5755	12.5774	8.31791	60.9351	11.5316	0	20.4091	7.84123	50.5294	29.4199	20.4582	20.9218	34.2516	9.59447	8.89158	12.0215	0	11.4276	210.833	98.0516	40.0178	34.0097	20.8556	12.4774	234.891	20.5641	31.5299	33.8556	38.8433	92.4534	25.9662	64.7398	70.1928	7.27319	36.7024	27.0808	57.6855	14.3147	18.1112	15.8888	4.47852	22.7458	47.1662	28.7607	65.6624	22.6093	7.27451	3.60686	30.6364	34.7883	30.964	23.8855	36.4337	17.7918	38.2987	16.3539	43.8436	0	9.65426	171.439	14.7766	85.1029	33.0057	112.968	34.4635	24.8204	25.6566	9.75593	57.461	3.60219	27.8475	44.1924	0	74.6534	76.1992	84.3882	76.3773	58.177	13.9559	22.3196	13.9675	0	4.27753	10.9983	158.057	27.6896	153.738	0	18.9055	95.0464	17.9328	47.4444	4.96049	44.932	6.69253	13.0344	19.1687	81.0116	10.0498	39.6384	43.3058	35.4628
PWY-4242: pantothenate and coenzyme A biosynthesis III	482.675	475.025	534.949	358.453	426.195	313.627	441.514	324.122	362.845	188.532	412.438	334.991	336.634	583.293	195.079	484.999	312.4	474.08	471.038	632.213	309.106	370.419	307.767	266.928	413.596	268.513	475.13	398.544	401.044	251.279	458.071	447.266	542.609	405.054	309.223	447.965	412.091	465.039	430.436	379.499	501.445	415.468	548.288	529.902	507.461	310.652	476.436	352.297	410.932	440.761	552.819	365.081	455.011	267.851	257.132	348.621	465.578	381.041	371.068	478.404	519.395	399.903	406.078	414.499	437.564	543.52	306.111	415.194	455.172	542.384	275.825	456.44	0	506.924	317.663	421.284	528.246	443.077	451.439	478.219	377.141	418.72	441.995	213.711	446.533	325.638	382.195	363.431	505.826	462.004	432.883	301.616	454.999	343.654	497.046	575.693	391.985	516.633	359.791	316.513	422.084	336.728	467.231	521.949	417.241	254.61	550.386	489.55	439.315	532.942	509.663	400.626	500.995	363.551	360.452	364.948	421.954	471.055	391.243	318.704	432.406	353.319	442.293	421.875	497.811	379.318	188.303	365.977	175.611	526.228	463.782	347.743	434.398	274.137	464.984	482.622	484.47	293.143	470.381	263.552	483.831	383.054	319.558	459.056	375.397	535.924	423.072	251.796	453.814	437.937	489.084	244.53	341.051	372.638	456.977	393.832	482.541	454.29	480.1	317.346	418.82	313.84	343.223	403.051	350.559	388.992	350.113	467.671	323.472
PWY-4321: L-glutamate degradation IV	0	0	0	0	12.8596	0	0	0	0	0	0	0	0	0	0	0	0	0	6.34356	0	0.446692	0	1.09457	0	8.21471	0	1.9967	0	1.24611	3.15749	0	0	0	0	1.03864	6.22744	1.06602	0	1.32405	2.49606	20.2212	0	0	0	0.124188	0	0	19.7183	0.509577	0	0	0	0	0	8.80741	0	0	1.18942	0.584774	0.258766	0	3.09211	0	0	2.00725	0	9.98786	0	0	0.636965	5.0819	0	0	1.69931	0	0	3.51056	0.727152	0	1.32321	0	0	0	0	0.526318	0.365324	0.259581	0.289812	0	0.321121	0.0855178	3.09452	0	0	0	0	0.79408	0	2.64328	20.591	0	0	0	0	0	0	0.593842	0	0	0	0	19.3601	1.41803	0	0	0.731389	0.615381	4.93303	0	1.23619	0	0	0	0	0	0	0	0	13.8298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61866	0	0	0.550912	0	0	0	11.5427	0	12.4722	0	0	0	0	0	0	0	0	0	0	0	0	1.32493	0	0.376255
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	0	0	0	0	1.29972	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0984764	0	0	0	0	0	0	0	0	0	0	0.936937	0	0	0	0	0	0	0	0	0	0	5.09398	0	0	0	0	0	0	0.198469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08381	0	0	0	0	0	0	0.619856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228837	0	0	0	0	0	0	0	0	0	0.176283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4702: phytate degradation I	0	1.11946	0	0	15.6039	0	0	2.59097	6.51086	131.061	0	30.9005	4.19362	6.01971	0	0	0	0	1.19801	3.20853	162.818	10.4344	63.4813	4.48477	11.2536	155.398	0	3.67343	7.03593	153.884	0	0	0	0	88.4409	0	0	0	3.96519	1.05867	11.7078	32.9935	0	12.7366	15.2895	0	0.434544	0.605926	0	4.64163	0	5.5081	0	0	9.04926	0	0	1.09735	26.2181	0.4941	0	0	29.2045	9.37927	8.46869	0	2.86581	21.7717	4.96555	0	8.88201	12.5208	0	0	1.59347	6.79722	1.12566	0	10.7282	0	0	2.22613	0	0	0.995477	119.861	38.5954	0.39365	17.9439	0	0	205.245	7.06048	0	0	1.35739	59.0139	0	0.889615	2.37758	2.74564	24.7951	0	29.6926	0	3.16735	16.6298	0	5.45692	19.7295	0	0.661596	1.39774	0	0	21.1979	2.04249	1.01727	0	29.1817	11.6017	0	0	6.57363	0	0	0	0	0	1.60844	17.0079	0	1.64909	3.85368	0	0	0	9.4431	0	0	0	65.4151	0	53.1433	62.8717	0	4.02803	0	0	0	0	7.11538	0	3.48982	0	8.36066	4.16313	0	3.56657	0	0	0	0	0	11.4644	0	0	0	4.15919
PWY-4722: creatinine degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.955267	0	0	0	0	0	0	2.60691	0	0	0	0	0	1.96312	0	0	0	0	0	0.453274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
