Sample	Bin	Genes	X..contigs.....0.bp.	X..contigs.....10000.bp.	X..contigs.....50000.bp.	X..contigs.....100000.bp.	X..contigs.....250000.bp.	X..contigs.....500000.bp.	X..contigs.....1000000.bp.	X..contigs.....2000000.bp.	X..contigs.....3000000.bp.	Total.length.....0.bp.	Total.length.....10000.bp.	Total.length.....50000.bp.	Total.length.....100000.bp.	Total.length.....250000.bp.	Total.length.....500000.bp.	Total.length.....1000000.bp.	Total.length.....2000000.bp.	Total.length.....3000000.bp.	X..contigs	Largest.contig	Total.length	N50	N75	L50	L75	X..N.s.per.100.kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.	Completeness	Contamination	Strain.heterogeneity	tRNA	rna.16S	rna.23S	rna.5S	Majority.Class	Majority.Fraction	Size.Mb	Final.Class	Coverage
A18	bin.4	2065	41	39	18	7	0	0	0	0	0	2393276	2376182	1799939	996954	0	0	0	0	0	41	177898	2393276	93952	51712	10	18	0	c__Clostridia (UID1118)	387	223	124	10	210	3	0	0	0	95.16	1.64	0	36	1	1	2	Firmicutes_bacterium	60.913	2.39	Firmicutes_bacterium	59.8468584484197
A18	bin.5	1481	155	59	0	0	0	0	0	0	0	1610636	1063308	0	0	0	0	0	0	0	155	42515	1610636	14203	8708	37	75	0	k__Bacteria (UID2328)	3167	126	75	2	124	0	0	0	0	97.33	0	0	8	0	0	1	Bacillales_bacterium	27.194	1.61	Bacillales	39.5285775308636
A18	bin.6	1469	19	16	10	6	2	0	0	0	0	1660867	1643197	1508631	1221961	529080	0	0	0	0	19	270405	1660867	175429	78559	4	7	0	k__Bacteria (UID2329)	174	149	89	2	147	0	0	0	0	97.75	0	0	42	1	1	4	Firmicutes_bacterium	99.726	1.66	Firmicutes_bacterium	72.1759177586164
A19	bin.1	1614	295	27	0	0	0	0	0	0	0	1697653	374223	0	0	0	0	0	0	0	295	20897	1697653	6513	4316	87	167	0	c__Clostridia (UID1118)	387	223	124	24	193	6	0	0	0	86.36	3.57	83.33	8	0	0	0	Christensenellaceae_bacterium	54.77	1.7	Christensenellaceae	21.5279859900698
A19	bin.10	1946	114	59	9	1	0	0	0	0	0	2035672	1740651	666799	107102	0	0	0	0	0	114	107102	2035672	27381	15495	19	43	0	o__Clostridiales (UID1212)	172	263	149	42	215	6	0	0	0	88.17	2.81	33.33	32	0	0	1	Oscillibacter_sp.	35.984	2.04	Oscillibacter	32.6248039959286
A19	bin.11	1222	239	13	0	0	0	0	0	0	0	1276226	198959	0	0	0	0	0	0	0	239	28806	1276226	5732	3970	72	139	0	o__Clostridiales (UID1212)	172	263	149	87	165	11	0	0	0	74.17	2.78	27.27	15	0	0	0	uncultured_Clostridiales	80.98	1.28	uncultured_Clostridiales	26.800582341999
A19	bin.12	1691	209	64	0	0	0	0	0	0	0	1917811	1079431	0	0	0	0	0	0	0	209	47315	1917811	11370	7167	53	107	0	o__Clostridiales (UID1212)	172	263	149	17	245	1	0	0	0	91.35	0.67	100	15	0	0	1	Clostridium_sp.	100	1.92	Clostridium_sp.	24.3350100713783
A19	bin.13	487	51	13	0	0	0	0	0	0	0	512777	328464	0	0	0	0	0	0	0	51	37159	512777	24725	6800	8	20	0	k__Bacteria (UID203)	5449	104	58	102	2	0	0	0	0	3.45	0	0	NA	0	0	0	Firmicutes_bacterium	40.111	0.51	Firmicutes	43.8725800884205
A19	bin.14	214	45	2	0	0	0	0	0	0	0	202468	23352	0	0	0	0	0	0	0	45	13237	202468	4427	3634	16	28	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	20	0	0	0	unclassified_(taxid	10.881	0.2	unclassified	14.6630578659344
A19	bin.2	286	27	7	1	0	0	0	0	0	0	262800	179416	50470	0	0	0	0	0	0	27	50470	262800	19464	5890	5	10	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Anaerotruncus_sp.	19.205	0.26	Anaerotruncus	44.1592465753425
A19	bin.3	1106	305	7	0	0	0	0	0	0	0	1332014	80101	0	0	0	0	0	0	0	305	13729	1332014	4547	3395	104	189	0	k__Bacteria (UID203)	5449	104	58	64	39	1	0	0	0	44.04	1.72	0	NA	0	0	0	[Eubacterium]_siraeum	81.3	1.33	[Eubacterium]_siraeum	15.4114371170273
A19	bin.4	624	49	14	2	0	0	0	0	0	0	612498	430281	123108	0	0	0	0	0	0	49	70177	612498	28654	8799	7	18	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	2	0	0	0	Clostridiales_bacterium	25.638	0.61	Clostridiales	39.4448634934318
A19	bin.5	2837	95	77	25	9	0	0	0	0	0	3605619	3493333	2172396	1161249	0	0	0	0	0	95	201583	3605619	58167	31961	18	39	0	p__Bacteroidetes (UID2605)	350	316	210	15	295	6	0	0	0	93.65	2.3	33.33	28	1	0	3	Alistipes_sp.	98.111	3.61	Alistipes_sp.	75.79873247839
A19	bin.6	1971	251	66	0	0	0	0	0	0	0	2120452	1121644	0	0	0	0	0	0	0	251	46793	2120452	10459	6828	61	123	0	o__Clostridiales (UID1212)	172	263	149	14	247	2	0	0	0	92.95	0.81	0	18	1	0	0	Butyrivibrio_sp.	73.575	2.12	Butyrivibrio_sp.	46.7215480473031
A19	bin.7	1703	325	49	0	0	0	0	0	0	0	2005510	636623	0	0	0	0	0	0	0	325	27176	2005510	7410	4682	93	178	0	o__Clostridiales (UID1212)	172	263	149	58	204	1	0	0	0	82.63	0.67	0	2	0	0	0	Clostridium_sp.	97.735	2.01	Clostridium_sp.	20.4215137296747
A19	bin.8	1904	308	53	0	0	0	0	0	0	0	2084846	758404	0	0	0	0	0	0	0	308	28632	2084846	7830	5054	86	167	0	o__Clostridiales (UID1212)	172	263	149	48	214	1	0	0	0	79.73	0.13	0	7	0	0	1	Clostridiales_bacterium	70.797	2.08	Clostridiales_bacterium	20.0015492751023
A19	bin.9	1911	133	73	2	0	0	0	0	0	0	2068256	1741666	139495	0	0	0	0	0	0	133	71888	2068256	24574	13635	29	56	0	k__Bacteria (UID203)	5449	104	58	5	68	10	20	1	0	93.1	15.36	15.79	23	1	0	2	Firmicutes_bacterium	60.258	2.07	Firmicutes_bacterium	37.8472490832856
A21	bin.1	638	202	0	0	0	0	0	0	0	0	733484	0	0	0	0	0	0	0	0	202	9513	733484	3611	2908	77	135	0	k__Bacteria (UID203)	5449	104	58	80	24	0	0	0	0	29.94	0	0	5	0	0	0	Ruminococcaceae_bacterium	98.406	0.73	Ruminococcaceae_bacterium	13.3665492362478
A21	bin.2	1375	326	18	0	0	0	0	0	0	0	1621921	254400	0	0	0	0	0	0	0	326	27755	1621921	5327	3776	100	192	0	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0	0	2	0	0	0	Prevotella_sp.	48.468	1.62	Prevotella	27.8405051787356
A21	bin.3	2163	266	101	0	0	0	0	0	0	0	2715623	1809020	0	0	0	0	0	0	0	266	47825	2715623	13316	8329	63	126	0	k__Bacteria (UID203)	5449	104	58	54	44	3	3	0	0	75.86	10.34	91.67	21	0	0	2	Prevotella_sp.	57.538	2.72	Prevotella	53.0488768139024
A21	bin.4	4716	1126	113	0	0	0	0	0	0	0	6135237	1498580	0	0	0	0	0	0	0	1126	29162	6135237	5992	3968	321	640	0	k__Bacteria (UID203)	5449	104	58	42	23	26	13	0	0	76.03	74.23	78.46	34	0	0	1	Prevotella_sp.	63.812	6.14	Prevotella_sp.	30.9650629633378
A21	bin.5	1136	288	6	0	0	0	0	0	0	0	1258963	65072	0	0	0	0	0	0	0	288	13337	1258963	4570	3365	99	180	0	o__Clostridiales (UID1212)	172	263	149	97	166	0	0	0	0	55.69	0	0	NA	0	0	0	Butyrivibrio_sp.	47.074	1.26	Butyrivibrio	20.5259407941298
A21	bin.6	899	267	10	0	0	0	0	0	0	0	1240057	115305	0	0	0	0	0	0	0	267	14072	1240057	4972	3535	89	164	0	k__Bacteria (UID203)	5449	104	58	77	27	0	0	0	0	38.71	0	0	NA	0	0	0	Prevotella_stercorea	97.399	1.24	Prevotella_stercorea	18.8877608045437
A22	bin.1	6285	1610	125	0	0	0	0	0	0	0	8438682	1719829	0	0	0	0	0	0	0	1610	37402	8438682	5586	3832	472	930	0	k__Bacteria (UID203)	5449	104	58	35	33	31	4	1	0	82.41	45.85	38.78	32	1	0	4	Bacteroides_ovatus	25.824	8.44	Bacteroides	21.5078492115238
A22	bin.2	194	68	0	0	0	0	0	0	0	0	218685	0	0	0	0	0	0	0	0	68	5054	218685	3203	2796	29	48	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Alistipes_sp.	64.8	0.22	Alistipes_sp.	11.0439673502984
A22	bin.3	1988	159	85	2	0	0	0	0	0	0	2296964	1856762	105309	0	0	0	0	0	0	159	54874	2296964	20782	12439	39	74	0	p__Bacteroidetes (UID2605)	350	314	208	37	248	28	1	0	0	91.77	12.45	38.71	15	0	0	3	Alistipes_putredinis	80.857	2.3	Alistipes_putredinis	30.9624574002901
A22	bin.4	2255	127	88	11	1	0	0	0	0	0	2771833	2542948	815645	133148	0	0	0	0	0	127	133148	2771833	31285	17788	26	55	0	p__Bacteroidetes (UID2605)	350	314	208	30	267	17	0	0	0	88.57	6.11	47.06	6	0	0	1	Alistipes_finegoldii	77.32	2.77	Alistipes_finegoldii	36.8464838971179
A22	bin.5	177	64	0	0	0	0	0	0	0	0	212305	0	0	0	0	0	0	0	0	64	5560	212305	3245	2804	27	45	0	k__Bacteria (UID203)	5449	104	58	98	6	0	0	0	0	10.34	0	0	NA	0	0	0	Oscillibacter_sp.	87.845	0.21	Oscillibacter_sp.	11.3525352676574
A22	bin.6	1961	43	36	20	9	0	0	0	0	0	2437155	2389391	1982656	1293128	0	0	0	0	0	43	214704	2437155	109406	53079	9	17	0	p__Bacteroidetes (UID2605)	350	314	208	42	270	2	0	0	0	95.16	0.96	0	25	0	1	1	Alistipes_sp.	100	2.44	Alistipes_sp.	45.8510435323153
A22	bin.7	1686	304	59	0	0	0	0	0	0	0	2183594	892482	0	0	0	0	0	0	0	304	27501	2183594	8778	5552	81	161	0	k__Bacteria (UID203)	5449	104	58	76	27	1	0	0	0	46.55	1.72	0	4	0	0	1	Bacteroides_uniformis	49.503	2.18	Bacteroides	20.5605529232998
A24	bin.1	2264	324	82	0	0	0	0	0	0	0	2754746	1562284	0	0	0	0	0	0	0	324	46366	2754746	11498	6020	65	147	0	g__Prevotella (UID2724)	55	567	296	53	497	16	1	0	0	89.39	2.9	52.63	33	0	0	1	Prevotella_copri	93.119	2.75	Prevotella_copri	72.2025551539053
A24	bin.2	1643	278	34	0	0	0	0	0	0	0	1777626	483236	0	0	0	0	0	0	0	278	41728	1777626	7247	5030	83	156	0	o__Clostridiales (UID1212)	172	263	149	47	216	0	0	0	0	85.01	0	0	13	0	0	2	Ruminococcaceae_bacterium	89.235	1.78	Ruminococcaceae_bacterium	18.8906440387348
A24	bin.3	311	64	4	0	0	0	0	0	0	0	325368	50488	0	0	0	0	0	0	0	64	14120	325368	5504	3782	21	39	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Prevotella_copri	63.803	0.33	Prevotella_copri	20.1035442944604
A24	bin.4	338	69	5	0	0	0	0	0	0	0	392579	75860	0	0	0	0	0	0	0	69	18278	392579	6674	4358	20	39	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Prevotella_copri	85.466	0.39	Prevotella_copri	25.1758244837345
A24	bin.5	253	83	0	0	0	0	0	0	0	0	273275	0	0	0	0	0	0	0	0	83	5727	273275	3273	2880	35	58	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	2	0	0	0	Firmicutes_bacterium	39.712	0.27	Firmicutes	10.1644863233007
A24	bin.6	307	61	4	0	0	0	0	0	0	0	302719	56318	0	0	0	0	0	0	0	61	15760	302719	5140	3722	19	36	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	8	0	0	0	Prevotella_copri	85.138	0.3	Prevotella_copri	40.9265688641942
A25	bin.1	353	125	1	0	0	0	0	0	0	0	465637	11831	0	0	0	0	0	0	0	125	11831	465637	3670	2926	46	82	0	root (UID1)	5656	56	24	54	2	0	0	0	0	8.33	0	0	2	0	0	0	Prevotella_sp.	56.796	0.47	Prevotella	12.4973960402631
A25	bin.2	3071	897	22	0	0	0	0	0	0	0	3917118	270749	0	0	0	0	0	0	0	897	20881	3917118	4525	3283	301	557	0	k__Bacteria (UID203)	5449	104	58	72	19	12	1	0	0	50.86	24.14	26.67	2	0	0	0	Bacteroides_uniformis	30.935	3.92	Bacteroides	15.3119844742997
A25	bin.3	2860	484	99	1	0	0	0	0	0	0	3651076	1687891	51368	0	0	0	0	0	0	484	51368	3651076	9273	5478	114	242	0	o__Bacteroidales (UID2657)	160	492	269	68	388	35	1	0	0	86.59	7.1	52.63	14	1	0	0	Bacteroides_eggerthii	84.706	3.65	Bacteroides_eggerthii	24.8969344927358
A25	bin.4	204	100	0	0	0	0	0	0	0	0	327924	0	0	0	0	0	0	0	0	100	6475	327924	3218	2744	41	69	0	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0	0	NA	0	0	0	Bacteroides_vulgatus	43.281	0.33	Bacteroides	10.3620046108245
A25	bin.5	168	64	0	0	0	0	0	0	0	0	216112	0	0	0	0	0	0	0	0	64	5717	216112	3342	2853	27	44	0	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0	0	NA	0	0	0	Prevotella_sp.	80.961	0.22	Prevotella_sp.	11.0762012289924
A25	bin.6	2077	149	77	6	0	0	0	0	0	0	2420772	2025870	433749	0	0	0	0	0	0	149	96501	2420772	26302	13365	28	60	0	c__Gammaproteobacteria (UID4201)	1164	271	170	2	268	1	0	0	0	99.38	0.29	0	44	1	0	1	Succinatimonas_sp.	93.684	2.42	Succinatimonas_sp.	40.2832236988861
A26	bin.1	313	76	2	0	0	0	0	0	0	0	318404	29723	0	0	0	0	0	0	0	76	19015	318404	4112	3245	26	48	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	3	0	0	0	Oscillibacter_sp.	35.04	0.32	Oscillibacter	18.9523372821949
A26	bin.2	551	179	1	0	0	0	0	0	0	0	682114	11565	0	0	0	0	0	0	0	179	11565	682114	3635	3086	67	119	0	o__Clostridiales (UID1212)	172	263	149	183	80	0	0	0	0	28.06	0	0	NA	0	0	0	[Eubacterium]_siraeum	91.241	0.68	[Eubacterium]_siraeum	13.4187980308277
A26	bin.3	499	156	0	0	0	0	0	0	0	0	568311	0	0	0	0	0	0	0	0	156	9141	568311	3649	2906	60	104	0	k__Bacteria (UID203)	5449	100	55	79	21	0	0	0	0	28.69	0	0	2	0	0	0	Clostridiales_bacterium	15.98	0.57	Clostridiales	13.2057095498767
A26	bin.4	274	92	0	0	0	0	0	0	0	0	309286	0	0	0	0	0	0	0	0	92	7195	309286	3275	2813	38	63	0	o__Clostridiales (UID1212)	172	263	149	204	56	3	0	0	0	19.34	0.06	0	NA	0	0	0	Oscillibacter_sp.	80.915	0.31	Oscillibacter_sp.	14.9386005186138
A26	bin.5	1671	209	56	1	0	0	0	0	0	0	1825969	1021095	52595	0	0	0	0	0	0	209	52595	1825969	11849	6528	46	102	0	o__Clostridiales (UID1212)	172	263	149	24	238	1	0	0	0	88.14	0.67	0	19	1	0	2	Clostridiales_bacterium	88.197	1.83	Clostridiales_bacterium	26.0392427253694
A26	bin.6	1373	292	18	0	0	0	0	0	0	0	1513172	241553	0	0	0	0	0	0	0	292	19467	1513172	5895	3777	89	169	0	o__Clostridiales (UID1212)	172	263	149	57	203	2	1	0	0	73.39	2.35	0	10	0	0	2	Ruminococcaceae_bacterium	81.958	1.51	Ruminococcaceae_bacterium	16.8027494561094
A26	bin.7	1613	243	50	0	0	0	0	0	0	0	1788973	781429	0	0	0	0	0	0	0	243	32495	1788973	9083	5408	63	125	0	o__Clostridiales (UID1212)	172	263	149	30	231	2	0	0	0	86.36	0.67	100	18	0	0	1	Ruminococcaceae_bacterium	96.803	1.79	Ruminococcaceae_bacterium	21.7829447398032
A26	bin.8	602	171	1	0	0	0	0	0	0	0	653227	10295	0	0	0	0	0	0	0	171	10295	653227	3707	3070	64	112	0	k__Bacteria (UID203)	5449	104	58	79	23	2	0	0	0	32.07	1.72	0	5	0	0	0	Oscillibacter_sp.	96.553	0.65	Oscillibacter_sp.	15.7250083049231
A27	bin.1	923	248	3	0	0	0	0	0	0	0	1033590	39660	0	0	0	0	0	0	0	248	14884	1033590	4174	3277	88	158	0	o__Clostridiales (UID1120)	304	250	143	103	146	1	0	0	0	55.58	0.7	0	8	0	0	1	Clostridiales_bacterium	70.958	1.03	Clostridiales_bacterium	15.152381505239
A27	bin.2	2083	127	81	12	2	0	0	0	0	0	2659545	2381028	897268	217460	0	0	0	0	0	127	114848	2659545	32177	16958	23	52	0	p__Bacteroidetes (UID2605)	350	316	210	16	298	2	0	0	0	93.17	0.63	0	27	0	0	1	Alistipes_sp.	98.761	2.66	Alistipes_sp.	33.7601168620948
A27	bin.3	244	103	0	0	0	0	0	0	0	0	325220	0	0	0	0	0	0	0	0	103	5784	325220	3068	2683	44	72	0	k__Bacteria (UID203)	5449	104	58	100	4	0	0	0	0	6.9	0	0	NA	0	0	0	Bacteroides_(taxid	32.337	0.33	Bacteroides	9.45928909661152
A27	bin.4	1195	167	38	1	0	0	0	0	0	0	1378902	649815	56188	0	0	0	0	0	0	167	56188	1378902	9893	6686	42	84	0	o__Clostridiales (UID1120)	304	250	143	33	216	1	0	0	0	84.01	0.7	0	16	1	0	0	Clostridium_sp.	52.054	1.38	Clostridium	22.8302301396328
A27	bin.5	324	45	5	0	0	0	0	0	0	0	289021	74125	0	0	0	0	0	0	0	45	24978	289021	7809	4957	13	25	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Faecalibacterium_prausnitzii	49.946	0.29	Faecalibacterium	20.0933496181938
A27	bin.6	2752	129	94	14	1	0	0	0	0	0	3301022	3083748	995824	103537	0	0	0	0	0	129	103537	3301022	43233	21490	29	55	0	g__Prevotella (UID2724)	55	567	296	12	552	2	0	1	0	96.96	1.52	0	33	1	0	4	Prevotella_sp.	48.147	3.3	Prevotella	55.3110521529393
A27	bin.7	755	236	1	0	0	0	0	0	0	0	915345	11701	0	0	0	0	0	0	0	236	11701	915345	3898	3088	89	154	0	o__Clostridiales (UID1212)	172	263	149	161	102	0	0	0	0	33.44	0	0	NA	0	0	0	[Eubacterium]_siraeum	77.932	0.92	[Eubacterium]_siraeum	13.4821296888059
A27	bin.8	2016	314	60	0	0	0	0	0	0	0	2225930	879325	0	0	0	0	0	0	0	314	37375	2225930	8229	5367	86	170	0	o__Clostridiales (UID1212)	172	261	147	16	238	7	0	0	0	91.1	2.42	85.71	17	0	1	3	Faecalibacterium_cf.	58.619	2.23	Faecalibacterium	25.2032858176133
A28	bin.1	1753	357	34	0	0	0	0	0	0	0	2032911	433020	0	0	0	0	0	0	0	357	21161	2032911	6400	4206	109	206	0	o__Clostridiales (UID1212)	172	260	146	37	223	0	0	0	0	83.72	0	0	10	1	0	0	Ruminococcus_sp.	94.704	2.03	Ruminococcus_sp.	15.5224699949973
A28	bin.10	537	161	1	0	0	0	0	0	0	0	609072	10712	0	0	0	0	0	0	0	161	10712	609072	3697	3022	61	106	0	o__Clostridiales (UID1212)	172	263	149	144	119	0	0	0	0	34.13	0	0	NA	0	0	0	Ruminococcaceae_bacterium	97.043	0.61	Ruminococcaceae_bacterium	12.3936086374025
A28	bin.2	1461	287	31	0	0	0	0	0	0	0	1575359	381065	0	0	0	0	0	0	0	287	18888	1575359	6409	4016	85	163	0	o__Clostridiales (UID1212)	172	263	149	64	192	6	1	0	0	75.72	2.41	0	7	0	0	0	Oscillibacter_sp.	36.503	1.58	Oscillibacter	16.7641788316187
A28	bin.3	637	204	0	0	0	0	0	0	0	0	708868	0	0	0	0	0	0	0	0	204	7736	708868	3486	2966	83	139	0	o__Clostridiales (UID1212)	172	263	149	194	69	0	0	0	0	21.11	0	0	NA	0	0	0	Firmicutes_bacterium	85.589	0.71	Firmicutes_bacterium	13.2056320781866
A28	bin.4	270	59	4	0	0	0	0	0	0	0	276966	45098	0	0	0	0	0	0	0	59	14036	276966	4869	3367	18	35	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	10	0	0	0	Clostridiales_bacterium	30.858	0.28	Clostridiales	15.3072940360911
A28	bin.5	656	174	0	0	0	0	0	0	0	0	647519	0	0	0	0	0	0	0	0	174	9060	647519	3823	3032	68	115	0	c__Alphaproteobacteria (UID3305)	564	349	230	237	112	0	0	0	0	26.14	0	0	4	0	0	0	Azospirillum_sp.	97.991	0.65	Azospirillum_sp.	12.7828681474984
A28	bin.6	201	74	0	0	0	0	0	0	0	0	258021	0	0	0	0	0	0	0	0	74	6505	258021	3479	3003	31	51	0	k__Bacteria (UID203)	5449	104	58	91	13	0	0	0	0	7.45	0	0	NA	0	0	0	Ruminococcus_sp.	46.392	0.26	Ruminococcus	10.6485518620577
A28	bin.7	1693	418	20	0	0	0	0	0	0	0	2027947	262204	0	0	0	0	0	0	0	418	19553	2027947	5138	3663	132	250	0	o__Clostridiales (UID1120)	304	250	143	103	145	2	0	0	0	56.09	0.93	0	11	1	0	3	Clostridiales_bacterium	73.331	2.03	Clostridiales_bacterium	15.5489270676206
A28	bin.8	243	88	0	0	0	0	0	0	0	0	284272	0	0	0	0	0	0	0	0	88	6784	284272	3146	2700	37	61	0	k__Bacteria (UID203)	5449	104	58	95	9	0	0	0	0	15.52	0	0	NA	0	0	0	Oscillibacter_sp.	99.087	0.28	Oscillibacter_sp.	10.9484929926268
A28	bin.9	2371	527	50	0	0	0	0	0	0	0	3063825	719065	0	0	0	0	0	0	0	527	32632	3063825	6727	4407	151	294	0	o__Bacteroidales (UID2657)	160	491	268	102	383	6	0	0	0	79.87	1.18	16.67	22	0	1	3	Bacteroides_plebeius	88.301	3.06	Bacteroides_plebeius	17.714033928178
A29	bin.1	750	238	0	0	0	0	0	0	0	0	882589	0	0	0	0	0	0	0	0	238	9776	882589	3641	3031	92	158	0	k__Bacteria (UID2982)	88	230	148	148	82	0	0	0	0	40.22	0	0	NA	0	0	0	Verrucomicrobia_bacterium	90.568	0.88	Verrucomicrobia_bacterium	13.1220194224039
A29	bin.2	1567	88	59	7	0	0	0	0	0	0	1682714	1521946	404522	0	0	0	0	0	0	88	63347	1682714	27904	18901	20	38	0	o__Clostridiales (UID1120)	304	250	143	9	240	1	0	0	0	95.8	0.7	0	25	0	0	1	Clostridiales_bacterium	21.861	1.68	Clostridiales	30.6351524976912
A29	bin.3	1837	210	84	2	0	0	0	0	0	0	2170312	1497165	131322	0	0	0	0	0	0	210	73325	2170312	13838	8095	49	99	0	c__Gammaproteobacteria (UID4201)	1164	271	170	5	265	1	0	0	0	98.2	0.29	0	33	0	0	0	Succinatimonas_sp.	94.811	2.17	Succinatimonas_sp.	33.9855283479979
A29	bin.4	196	69	0	0	0	0	0	0	0	0	250801	0	0	0	0	0	0	0	0	69	7582	250801	3571	2857	26	46	0	k__Bacteria (UID203)	5449	104	58	102	2	0	0	0	0	3.45	0	0	NA	0	0	0	Prevotella_sp.	50.679	0.25	Prevotella	11.8360772086236
A29	bin.5	811	265	4	0	0	0	0	0	0	0	1109433	49770	0	0	0	0	0	0	0	265	13712	1109433	4170	3190	92	168	0	k__Bacteria (UID203)	5449	104	58	86	18	0	0	0	0	27.59	0	0	2	0	0	0	Prevotella_sp.	81.229	1.11	Prevotella_sp.	15.2611739510182
A29	bin.6	777	188	7	0	0	0	0	0	0	0	888538	84551	0	0	0	0	0	0	0	188	18176	888538	4959	3658	62	114	0	o__Clostridiales (UID1212)	172	263	149	106	155	2	0	0	0	50.76	1.34	0	6	0	0	0	Clostridium_sp.	58.122	0.89	Clostridium	15.9047221390644
A29	bin.7	994	264	5	0	0	0	0	0	0	0	1111787	67484	0	0	0	0	0	0	0	264	22208	1111787	4223	3304	91	167	0	o__Clostridiales (UID1212)	172	261	147	154	106	1	0	0	0	43.75	0.34	0	6	0	0	0	Faecalibacterium_prausnitzii	98.084	1.11	Faecalibacterium_prausnitzii	22.0312883672862
A29	bin.8	700	256	4	0	0	0	0	0	0	0	999337	43136	0	0	0	0	0	0	0	256	11200	999337	3887	3136	94	167	0	k__Bacteria (UID203)	5449	104	58	94	9	1	0	0	0	17.24	1.72	100	5	0	0	0	Prevotella_sp.	57.225	1	Prevotella	13.5167616129494
A30	bin.1	1865	200	95	2	0	0	0	0	0	0	2432693	1856096	153354	0	0	0	0	0	0	200	80068	2432693	16977	10635	46	92	0	p__Bacteroidetes (UID2605)	350	316	210	20	291	5	0	0	0	91.75	1.14	60	19	0	0	0	Alistipes_sp.	98.257	2.43	Alistipes_sp.	31.3701728907018
A30	bin.10	675	192	0	0	0	0	0	0	0	0	707024	0	0	0	0	0	0	0	0	192	8488	707024	3575	2969	74	128	0	k__Bacteria (UID203)	5449	98	53	71	27	0	0	0	0	37.65	0	0	4	0	0	0	Sphaerochaeta_sp.	96.895	0.71	Sphaerochaeta_sp.	12.4869169929168
A30	bin.11	976	233	5	0	0	0	0	0	0	0	1066473	64731	0	0	0	0	0	0	0	233	16680	1066473	4613	3519	77	144	0	k__Bacteria (UID203)	5449	104	58	63	41	0	0	0	0	56.9	0	0	8	1	0	0	Clostridiales_bacterium	92.153	1.07	Clostridiales_bacterium	17.3070485610044
A30	bin.12	403	132	0	0	0	0	0	0	0	0	497994	0	0	0	0	0	0	0	0	132	9692	497994	3757	3020	51	87	0	o__Clostridiales (UID1212)	172	263	149	205	58	0	0	0	0	22.59	0	0	NA	0	0	0	Clostridium_sp.	59.435	0.5	Clostridium	14.1348088531187
A30	bin.13	453	139	0	0	0	0	0	0	0	0	484341	0	0	0	0	0	0	0	0	139	8284	484341	3382	2896	56	95	0	k__Bacteria (UID203)	5449	104	58	88	16	0	0	0	0	20.34	0	0	2	0	0	0	Clostridiales_bacterium	61.151	0.48	Clostridiales_bacterium	13.7429001467974
A30	bin.2	944	290	5	0	0	0	0	0	0	0	1303473	56209	0	0	0	0	0	0	0	290	12079	1303473	4691	3444	101	181	0	o__Bacteroidales (UID2716)	92	487	270	257	229	1	0	0	0	48.36	0.09	0	4	0	0	1	Prevotella_stercorea	94.596	1.3	Prevotella_stercorea	17.6797678202771
A30	bin.3	930	229	6	0	0	0	0	0	0	0	987804	68955	0	0	0	0	0	0	0	229	12576	987804	4417	3320	79	143	0	k__Bacteria (UID203)	5449	104	58	79	25	0	0	0	0	34.66	0	0	8	0	0	0	Oscillibacter_sp.	92.124	0.99	Oscillibacter_sp.	21.70906374139
A30	bin.4	227	83	0	0	0	0	0	0	0	0	267420	0	0	0	0	0	0	0	0	83	5801	267420	3109	2723	35	58	0	k__Bacteria (UID203)	5449	103	57	87	9	7	0	0	0	8.77	1.12	0	NA	0	0	0	Clostridiales_bacterium	72.243	0.27	Clostridiales_bacterium	11.8633610051604
A30	bin.5	1883	232	77	0	0	0	0	0	0	0	2188093	1335176	0	0	0	0	0	0	0	232	44501	2188093	12480	7244	56	114	0	c__Gammaproteobacteria (UID4201)	1164	271	170	6	264	1	0	0	0	97.03	0.29	0	24	0	0	1	Succinatimonas_sp.	96.872	2.19	Succinatimonas_sp.	21.8565664256501
A30	bin.6	283	65	1	0	0	0	0	0	0	0	271117	10251	0	0	0	0	0	0	0	65	10251	271117	4175	3067	23	42	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	21	0	0	0	Lachnospiraceae_bacterium	30.859	0.27	Lachnospiraceae	13.5749510358996
